"","LON","LAT","YEAR","MM","DD","DOY","YYYYMMDD","T2M_MIN","T2M_MAX","PRECTOTCORR","RH2M","WS10M","ALLSKY_SFC_PAR_TOT"
"18",46.41,-63.35,1990,3,18,77,1990-03-18,0.23,1.53,2.06,86.88,3.7,44.3
"19",46.41,-63.35,1990,3,19,78,1990-03-19,-0.93,0.41,0.79,80.56,7.7,46
"20",46.41,-63.35,1990,3,20,79,1990-03-20,-0.91,0.64,0.43,83.44,14.05,35
"21",46.41,-63.35,1990,3,21,80,1990-03-21,-1.89,0.23,2.23,79.94,7.41,49.4
"22",46.41,-63.35,1990,3,22,81,1990-03-22,-0.88,0.94,0.57,81.88,6.68,39.8
"23",46.41,-63.35,1990,3,23,82,1990-03-23,-2.54,-0.6,0.65,76.12,4.9,24.5
"24",46.41,-63.35,1990,3,24,83,1990-03-24,-1.48,0.45,1.67,78,8.21,44
"25",46.41,-63.35,1990,3,25,84,1990-03-25,-1.97,0.8,0.24,87.75,6.64,37.6
"26",46.41,-63.35,1990,3,26,85,1990-03-26,-1.32,0.55,2.01,81.5,9.62,19.3
"27",46.41,-63.35,1990,3,27,86,1990-03-27,0.15,0.76,11.64,94.62,12.53,17.9
"28",46.41,-63.35,1990,3,28,87,1990-03-28,-0.49,0.44,3.02,86.75,11.33,46.3
"29",46.41,-63.35,1990,3,29,88,1990-03-29,0,0.55,4.41,94.88,9.61,26
"30",46.41,-63.35,1990,3,30,89,1990-03-30,-0.17,0.33,0.83,81.81,8.29,38.4
"31",46.41,-63.35,1990,3,31,90,1990-03-31,-0.16,0.48,6.7,87.19,10.38,31.2
"32",46.41,-63.35,1990,4,1,91,1990-04-01,-3.05,0.43,4.56,88.31,12.35,27.2
"33",46.41,-63.35,1990,4,2,92,1990-04-02,-3.42,-2.08,2.9,83,9.93,27.1
"34",46.41,-63.35,1990,4,3,93,1990-04-03,-3.93,-1.66,0.43,73.12,9.91,1.5
"35",46.41,-63.35,1990,4,4,94,1990-04-04,-3.45,-1.6,0.1,69.75,9.35,27.4
"36",46.41,-63.35,1990,4,5,95,1990-04-05,-3.15,-2,0,64.94,5.73,28
"37",46.41,-63.35,1990,4,6,96,1990-04-06,-2.75,-1.27,0.51,78.75,6.41,19.4
"38",46.41,-63.35,1990,4,7,97,1990-04-07,-2.74,0.51,8.32,85.62,14.2,18
"39",46.41,-63.35,1990,4,8,98,1990-04-08,-1.81,0.73,1.07,83.81,10.73,21.8
"40",46.41,-63.35,1990,4,9,99,1990-04-09,-0.23,0.41,13.32,91.69,10.66,19.6
"41",46.41,-63.35,1990,4,10,100,1990-04-10,-0.85,0.51,0.32,79.56,8.31,20.2
"42",46.41,-63.35,1990,4,11,101,1990-04-11,-3.95,-0.82,1.37,84.38,9.7,19.5
"43",46.41,-63.35,1990,4,12,102,1990-04-12,-4.84,-1.81,2.08,79.25,7.18,19.2
"44",46.41,-63.35,1990,4,13,103,1990-04-13,-2.72,-1.85,1.23,78.25,9.63,16.7
"45",46.41,-63.35,1990,4,14,104,1990-04-14,-1.92,0.3,15.97,86.56,8.56,8.6
"46",46.41,-63.35,1990,4,15,105,1990-04-15,-0.43,0.62,2.09,87.25,10.56,26.4
"47",46.41,-63.35,1990,4,16,106,1990-04-16,-0.69,0.4,16.42,96.62,8.45,11.2
"48",46.41,-63.35,1990,4,17,107,1990-04-17,-2.77,-0.22,5.5,89.75,9.3,14.9
"49",46.41,-63.35,1990,4,18,108,1990-04-18,-2.52,-0.43,1.78,85.62,6.1,15.8
"50",46.41,-63.35,1990,4,19,109,1990-04-19,-3.36,-1.24,3.51,84.69,5.08,13
"51",46.41,-63.35,1990,4,20,110,1990-04-20,-3.92,-1.08,0.88,73.69,6.37,15.4
"52",46.41,-63.35,1990,4,21,111,1990-04-21,-2.12,0.24,6.44,91.88,8.35,12.7
"53",46.41,-63.35,1990,4,22,112,1990-04-22,-0.81,-0.03,2.41,91.81,9.39,17.6
"54",46.41,-63.35,1990,4,23,113,1990-04-23,-1.92,-0.19,2.31,89.38,9.68,11.9
"55",46.41,-63.35,1990,4,24,114,1990-04-24,-2.6,-0.77,0.69,79.44,5.93,14.6
"56",46.41,-63.35,1990,4,25,115,1990-04-25,-5.81,-2.98,0.68,77.94,7.23,9.9
"57",46.41,-63.35,1990,4,26,116,1990-04-26,-5.85,-2.47,0.33,75.56,5.99,9.7
"58",46.41,-63.35,1990,4,27,117,1990-04-27,-5.35,-2.52,0.85,83.56,6.54,9.2
"59",46.41,-63.35,1990,4,28,118,1990-04-28,-4.77,-0.49,0.17,87.19,8.5,13.1
"60",46.41,-63.35,1990,4,29,119,1990-04-29,-1.07,-0.12,1.38,88.38,8.68,8.7
"61",46.41,-63.35,1990,4,30,120,1990-04-30,-1.44,-0.51,0.95,84.94,9.95,8.1
"62",46.41,-63.35,1990,5,1,121,1990-05-01,-1.46,-0.38,8.03,87.31,14.36,7.9
"63",46.41,-63.35,1990,5,2,122,1990-05-02,-1.28,-0.33,8.17,91.88,13.83,8.7
"64",46.41,-63.35,1990,5,3,123,1990-05-03,-1.49,-0.7,3.78,93.94,9.56,6.9
"65",46.41,-63.35,1990,5,4,124,1990-05-04,-2.64,-0.6,0.02,84.06,3.06,10.6
"66",46.41,-63.35,1990,5,5,125,1990-05-05,-3.92,-2.54,0.35,88.81,2.11,9.6
"67",46.41,-63.35,1990,5,6,126,1990-05-06,-3.31,-2.16,0.36,89.88,5.85,6.5
"68",46.41,-63.35,1990,5,7,127,1990-05-07,-2.15,-1.21,3.22,92.06,11.83,7.6
"69",46.41,-63.35,1990,5,8,128,1990-05-08,-1.49,-0.62,7.69,92.81,16.05,5.4
"70",46.41,-63.35,1990,5,9,129,1990-05-09,-5.68,-1.35,1.53,85.12,17.94,5.2
"71",46.41,-63.35,1990,5,10,130,1990-05-10,-6.8,-5.12,0.3,80.81,12.62,5.5
"72",46.41,-63.35,1990,5,11,131,1990-05-11,-8.19,-5.18,0.3,81.56,6.38,6
"73",46.41,-63.35,1990,5,12,132,1990-05-12,-5.17,-3.54,1.09,74.88,5.98,4.6
"74",46.41,-63.35,1990,5,13,133,1990-05-13,-4.77,-3.77,1.07,79.88,7.27,5
"75",46.41,-63.35,1990,5,14,134,1990-05-14,-5.68,-3.85,1.46,81.56,7.89,4.5
"76",46.41,-63.35,1990,5,15,135,1990-05-15,-5.77,-4.33,0.46,79,7.04,3.8
"77",46.41,-63.35,1990,5,16,136,1990-05-16,-4.77,-1.48,1,81.31,7.9,3.8
"78",46.41,-63.35,1990,5,17,137,1990-05-17,-3.49,-1.43,0.85,85.81,7.63,4.9
"79",46.41,-63.35,1990,5,18,138,1990-05-18,-3.37,-1.18,0.4,80.31,6.91,3.9
"80",46.41,-63.35,1990,5,19,139,1990-05-19,-3.69,-1.81,0.13,76.31,4.45,3
"81",46.41,-63.35,1990,5,20,140,1990-05-20,-3.42,-1.45,0.82,77.25,6.91,4.1
"82",46.41,-63.35,1990,5,21,141,1990-05-21,-1.36,-0.27,16.75,93.81,13.04,2.8
"83",46.41,-63.35,1990,5,22,142,1990-05-22,-0.95,-0.32,4.49,96.56,9.04,3.2
"84",46.41,-63.35,1990,5,23,143,1990-05-23,-2.02,-0.58,3.82,97.44,4.63,2.6
"85",46.41,-63.35,1990,5,24,144,1990-05-24,-5.66,-2.41,1.47,86.94,9.65,2.3
"86",46.41,-63.35,1990,5,25,145,1990-05-25,-5.38,-3.71,2.74,81.5,5.95,2.2
"87",46.41,-63.35,1990,5,26,146,1990-05-26,-6.49,-4.55,0.57,75.44,6.23,2.1
"88",46.41,-63.35,1990,5,27,147,1990-05-27,-4.42,-3.42,2.21,80.25,11.35,2
"89",46.41,-63.35,1990,5,28,148,1990-05-28,-5.21,-2.35,4.78,82.31,5.66,2
"90",46.41,-63.35,1990,5,29,149,1990-05-29,-9.27,-4.85,2.85,86.69,7.73,2
"91",46.41,-63.35,1990,5,30,150,1990-05-30,-6.88,-1.52,1.1,82.62,9.95,1.7
"92",46.41,-63.35,1990,5,31,151,1990-05-31,-2.1,-1.51,0.97,83.44,9.42,2.3
"93",46.41,-63.35,1990,6,1,152,1990-06-01,-2.3,-1.65,0.97,82.69,10.31,1.5
"94",46.41,-63.35,1990,6,2,153,1990-06-02,-2.2,-1.07,5.33,96.31,9.37,1.4
"95",46.41,-63.35,1990,6,3,154,1990-06-03,-3.7,-1.16,3.27,92.19,10.48,1.4
"96",46.41,-63.35,1990,6,4,155,1990-06-04,-6.29,-3.52,1.12,77.44,6.2,1.4
"97",46.41,-63.35,1990,6,5,156,1990-06-05,-4.34,-1.7,4.01,89.94,6.38,1.3
"98",46.41,-63.35,1990,6,6,157,1990-06-06,-3.04,-1.92,2.57,86.5,9.91,1.2
"99",46.41,-63.35,1990,6,7,158,1990-06-07,-3.88,-2.56,11.21,89.81,20.23,1.2
"100",46.41,-63.35,1990,6,8,159,1990-06-08,-4.82,-3.25,6.03,90.94,21.41,1.1
"101",46.41,-63.35,1990,6,9,160,1990-06-09,-6.45,-4.99,1.94,86.5,21.68,1.2
"102",46.41,-63.35,1990,6,10,161,1990-06-10,-5.02,-3.99,1.87,88.62,16.19,1
"103",46.41,-63.35,1990,6,11,162,1990-06-11,-7.38,-3.76,3.37,87.62,14.01,1.1
"104",46.41,-63.35,1990,6,12,163,1990-06-12,-11.51,-7.52,0.56,87.38,7.82,0.9
"105",46.41,-63.35,1990,6,13,164,1990-06-13,-9.67,-4.25,1.64,81.06,7.14,1
"106",46.41,-63.35,1990,6,14,165,1990-06-14,-7.53,-4.5,1.46,81.5,4.26,1
"107",46.41,-63.35,1990,6,15,166,1990-06-15,-7.7,-6.96,2.36,81.25,2.53,1.2
"108",46.41,-63.35,1990,6,16,167,1990-06-16,-8.45,-6.72,0.8,77.31,2.2,1
"109",46.41,-63.35,1990,6,17,168,1990-06-17,-7.1,-5.98,0.01,66.88,3.86,1.2
"110",46.41,-63.35,1990,6,18,169,1990-06-18,-6.02,-4.29,1.33,78.69,7.63,1
"111",46.41,-63.35,1990,6,19,170,1990-06-19,-5.25,-3.51,1.86,77.56,9.59,0.8
"112",46.41,-63.35,1990,6,20,171,1990-06-20,-6.52,-2.86,1.91,77.31,15.2,0.8
"113",46.41,-63.35,1990,6,21,172,1990-06-21,-8.74,-6.72,0.47,82.88,8.75,0.8
"114",46.41,-63.35,1990,6,22,173,1990-06-22,-8.02,-6.49,0.53,71.19,6.49,0.8
"115",46.41,-63.35,1990,6,23,174,1990-06-23,-6.44,-3.85,7.5,90.44,14.18,0.9
"116",46.41,-63.35,1990,6,24,175,1990-06-24,-3.83,-2.55,8.5,94.12,11.54,0.8
"117",46.41,-63.35,1990,6,25,176,1990-06-25,-6.51,-3.55,4.61,91.75,8.71,1.1
"118",46.41,-63.35,1990,6,26,177,1990-06-26,-8.55,-5.85,4.02,95,15.2,0.9
"119",46.41,-63.35,1990,6,27,178,1990-06-27,-8.92,-8.02,2.34,94.69,13.93,1.2
"120",46.41,-63.35,1990,6,28,179,1990-06-28,-9.73,-8.27,1.1,88.75,14.46,0.9
"121",46.41,-63.35,1990,6,29,180,1990-06-29,-8.65,-5.95,1.43,81.69,5.05,1.1
"122",46.41,-63.35,1990,6,30,181,1990-06-30,-8.41,-5.95,3.71,86.12,3.91,1.1
"123",46.41,-63.35,1990,7,1,182,1990-07-01,-7.98,-2.06,3,84,8.14,1
"124",46.41,-63.35,1990,7,2,183,1990-07-02,-3.53,-0.52,7.34,89,13.37,1.5
"125",46.41,-63.35,1990,7,3,184,1990-07-03,-2,-0.93,3.45,90.94,12,1
"126",46.41,-63.35,1990,7,4,185,1990-07-04,-1.21,-0.72,5.68,93.25,12.7,1.1
"127",46.41,-63.35,1990,7,5,186,1990-07-05,-2.7,-0.93,7.51,84.5,10.11,1.4
"128",46.41,-63.35,1990,7,6,187,1990-07-06,-2.17,-1.53,8.38,93.31,9.3,1.2
"129",46.41,-63.35,1990,7,7,188,1990-07-07,-2.6,-1.67,3.82,87.69,4.36,1.3
"130",46.41,-63.35,1990,7,8,189,1990-07-08,-4.78,-1.82,1.02,85.12,3.76,1.3
"131",46.41,-63.35,1990,7,9,190,1990-07-09,-5.36,-1.38,0.99,85.38,7.5,1.4
"132",46.41,-63.35,1990,7,10,191,1990-07-10,-1.7,-0.75,7.74,92.94,11.44,1.4
"133",46.41,-63.35,1990,7,11,192,1990-07-11,-3.92,-1.97,1.04,84.25,6.55,2.1
"134",46.41,-63.35,1990,7,12,193,1990-07-12,-5.23,-1.56,1.8,84.06,3.71,1.9
"135",46.41,-63.35,1990,7,13,194,1990-07-13,-5.13,-1.6,7.88,89.25,9.84,1.7
"136",46.41,-63.35,1990,7,14,195,1990-07-14,-1.63,-0.97,6.08,94.94,8.78,2.3
"137",46.41,-63.35,1990,7,15,196,1990-07-15,-3.84,-1.1,2.01,94.81,7.69,1.9
"138",46.41,-63.35,1990,7,16,197,1990-07-16,-3.45,-1.13,3.76,96,5.12,2
"139",46.41,-63.35,1990,7,17,198,1990-07-17,-3.34,-1.56,3.73,90.38,9.91,2
"140",46.41,-63.35,1990,7,18,199,1990-07-18,-1.75,-1.17,3.07,93.31,9.2,2.2
"141",46.41,-63.35,1990,7,19,200,1990-07-19,-3.18,-1.61,4.54,91.06,7.59,3
"142",46.41,-63.35,1990,7,20,201,1990-07-20,-2.33,-1.92,1.07,93.25,5.62,3.5
"143",46.41,-63.35,1990,7,21,202,1990-07-21,-4.87,-2.43,2.17,89.44,10.53,3
"144",46.41,-63.35,1990,7,22,203,1990-07-22,-11.45,-5.11,0.11,87.75,8.63,3.5
"145",46.41,-63.35,1990,7,23,204,1990-07-23,-11.87,-8.67,0.15,90.88,6.4,4
"146",46.41,-63.35,1990,7,24,205,1990-07-24,-8.47,-4.36,1.26,90.94,11.11,4.1
"147",46.41,-63.35,1990,7,25,206,1990-07-25,-13.85,-8.89,0.73,96.62,12.27,4.4
"148",46.41,-63.35,1990,7,26,207,1990-07-26,-14.53,-6.34,2.25,97,10.16,3.3
"149",46.41,-63.35,1990,7,27,208,1990-07-27,-13.53,-4.24,1.2,95.44,8.8,3.6
"150",46.41,-63.35,1990,7,28,209,1990-07-28,-15.71,-7.7,0.53,95.56,4.65,4.1
"151",46.41,-63.35,1990,7,29,210,1990-07-29,-7.42,-0.29,11.04,95.69,11.41,4
"152",46.41,-63.35,1990,7,30,211,1990-07-30,-4.85,0.78,5.9,88.62,11.17,4.2
"153",46.41,-63.35,1990,7,31,212,1990-07-31,-5.51,-3.52,0.62,88.19,10.35,5.4
"154",46.41,-63.35,1990,8,1,213,1990-08-01,-9.69,-3.59,0.54,88.56,3.81,4.9
"155",46.41,-63.35,1990,8,2,214,1990-08-02,-12.94,-9.38,0.39,88.62,7.37,6.5
"156",46.41,-63.35,1990,8,3,215,1990-08-03,-13.08,-10.75,0.07,86.25,2.41,7.9
"157",46.41,-63.35,1990,8,4,216,1990-08-04,-12.92,-8.11,0.71,89.81,4.29,7.7
"158",46.41,-63.35,1990,8,5,217,1990-08-05,-12.1,-8.27,0.41,81.38,3.43,7.2
"159",46.41,-63.35,1990,8,6,218,1990-08-06,-16.44,-12.83,0.25,87.25,8.98,7.2
"160",46.41,-63.35,1990,8,7,219,1990-08-07,-13.48,-3.16,6.51,96.81,6.5,6.7
"161",46.41,-63.35,1990,8,8,220,1990-08-08,-7.12,-4.67,1.67,94.31,5.57,7.4
"162",46.41,-63.35,1990,8,9,221,1990-08-09,-12.35,-3.69,0.53,82.81,8,7.5
"163",46.41,-63.35,1990,8,10,222,1990-08-10,-12.3,-5,4.9,96.38,4.99,9.2
"164",46.41,-63.35,1990,8,11,223,1990-08-11,-18.42,-7.92,1.08,88.25,11.9,9.5
"165",46.41,-63.35,1990,8,12,224,1990-08-12,-19.89,-15.54,2.01,87,4.55,10
"166",46.41,-63.35,1990,8,13,225,1990-08-13,-24.45,-20.35,0.26,93.06,8.07,10.5
"167",46.41,-63.35,1990,8,14,226,1990-08-14,-24.35,-15.42,0.18,96.19,4.02,9.1
"168",46.41,-63.35,1990,8,15,227,1990-08-15,-15.89,-4.24,6.91,93.81,10.76,11.5
"169",46.41,-63.35,1990,8,16,228,1990-08-16,-19.27,-7.44,0.3,86.5,8.3,12.8
"170",46.41,-63.35,1990,8,17,229,1990-08-17,-19.3,-11.77,3.34,95.75,7.25,12.9
"171",46.41,-63.35,1990,8,18,230,1990-08-18,-18.14,-5.71,1.73,92.19,10.35,11.6
"172",46.41,-63.35,1990,8,19,231,1990-08-19,-18.93,-17.23,0.25,86.75,13.98,14.5
"173",46.41,-63.35,1990,8,20,232,1990-08-20,-17.38,-5.66,3.58,96.56,7.03,12.1
"174",46.41,-63.35,1990,8,21,233,1990-08-21,-14.47,-4.63,4.04,97.25,9.24,13.5
"175",46.41,-63.35,1990,8,22,234,1990-08-22,-16.89,-7.59,2.23,90.38,8.4,13.4
"176",46.41,-63.35,1990,8,23,235,1990-08-23,-16.12,-4.51,1.92,94.25,10.49,16.3
"177",46.41,-63.35,1990,8,24,236,1990-08-24,-17.57,-12.85,0.56,88.44,11.22,13.4
"178",46.41,-63.35,1990,8,25,237,1990-08-25,-13.07,-10.73,6.9,93.69,9.16,19.7
"179",46.41,-63.35,1990,8,26,238,1990-08-26,-12.41,-7.36,7.5,97.25,13.62,14.9
"180",46.41,-63.35,1990,8,27,239,1990-08-27,-9.61,-8.26,1.3,90.56,8.13,18.1
"181",46.41,-63.35,1990,8,28,240,1990-08-28,-13.91,-8.3,1.08,91.06,10.62,16.9
"182",46.41,-63.35,1990,8,29,241,1990-08-29,-13.81,-11.68,0.98,86.81,11.48,20.7
"183",46.41,-63.35,1990,8,30,242,1990-08-30,-18.25,-13.03,0.48,84.12,9.8,19.7
"184",46.41,-63.35,1990,8,31,243,1990-08-31,-19.67,-17.31,0.6,87.88,4.95,27.2
"185",46.41,-63.35,1990,9,1,244,1990-09-01,-20.92,-17.55,1.09,92.56,7.66,28
"186",46.41,-63.35,1990,9,2,245,1990-09-02,-23.31,-20.43,0.41,90.25,5.24,31.5
"187",46.41,-63.35,1990,9,3,246,1990-09-03,-24.26,-21.86,0.31,89,8.52,27.7
"188",46.41,-63.35,1990,9,4,247,1990-09-04,-27,-19.89,1.89,92.12,8.36,23.4
"189",46.41,-63.35,1990,9,5,248,1990-09-05,-19.45,-8.1,3.17,92.81,9.47,21.8
"190",46.41,-63.35,1990,9,6,249,1990-09-06,-22.12,-13.17,0.59,87.62,8.4,33.3
"191",46.41,-63.35,1990,9,7,250,1990-09-07,-22.35,-6.7,3.02,97,4.5,24.8
"192",46.41,-63.35,1990,9,8,251,1990-09-08,-20.01,-10.06,0.4,90.5,10.77,35
"193",46.41,-63.35,1990,9,9,252,1990-09-09,-18.38,-4.05,5.11,93,10.66,31.3
"194",46.41,-63.35,1990,9,10,253,1990-09-10,-21.36,-17.92,1.26,84.44,13.33,14.4
"195",46.41,-63.35,1990,9,11,254,1990-09-11,-18.45,-15.95,1.21,84.19,7.45,29.5
"196",46.41,-63.35,1990,9,12,255,1990-09-12,-18.23,-16.3,1.49,91.62,10.48,33.4
"197",46.41,-63.35,1990,9,13,256,1990-09-13,-17.7,-14.66,0.4,80.06,11.89,31.6
"198",46.41,-63.35,1990,9,14,257,1990-09-14,-18.97,-16.35,0.34,88.31,7.46,37.3
"199",46.41,-63.35,1990,9,15,258,1990-09-15,-20.9,-17.38,0.13,90.38,8.22,43.5
"200",46.41,-63.35,1990,9,16,259,1990-09-16,-21.83,-6.83,1.74,98.75,7.53,40.8
"201",46.41,-63.35,1990,9,17,260,1990-09-17,-19.24,-12.66,0.23,81.56,7.66,38.6
"202",46.41,-63.35,1990,9,18,261,1990-09-18,-20.76,-14.29,0.25,90.5,7.23,43.5
"203",46.41,-63.35,1990,9,19,262,1990-09-19,-23.08,-16.49,5.17,97.81,9.02,5.8
"204",46.41,-63.35,1990,9,20,263,1990-09-20,-16.15,-11.79,0.7,88,5.73,38.2
"205",46.41,-63.35,1990,9,21,264,1990-09-21,-12.11,-2.59,10.29,96.38,12.28,5.5
"206",46.41,-63.35,1990,9,22,265,1990-09-22,-12.17,-5.52,1.45,89.38,9.75,56.2
"207",46.41,-63.35,1990,9,23,266,1990-09-23,-14.94,-10.18,0.58,82.38,6.44,22.9
"208",46.41,-63.35,1990,9,24,267,1990-09-24,-17.13,-14.67,0.21,81.38,4.76,46.4
"209",46.41,-63.35,1990,9,25,268,1990-09-25,-17.02,-11.04,1.66,85.88,4.91,14.5
"210",46.41,-63.35,1990,9,26,269,1990-09-26,-14.78,-11.51,0.72,87.25,10.53,12.5
"211",46.41,-63.35,1990,9,27,270,1990-09-27,-14.88,-10.18,0.92,82.69,9.31,53.7
"212",46.41,-63.35,1990,9,28,271,1990-09-28,-14.93,-12.02,2.41,90.69,12.56,45
"213",46.41,-63.35,1990,9,29,272,1990-09-29,-14.35,-11.59,2.11,86.69,11.98,55.6
"214",46.41,-63.35,1990,9,30,273,1990-09-30,-16.73,-9.71,1.56,82.56,9.11,58.7
"215",46.41,-63.35,1990,10,1,274,1990-10-01,-8.72,-2.27,2.3,86,13.3,14.2
"216",46.41,-63.35,1990,10,2,275,1990-10-02,-13.14,-1.9,3.67,94.38,9.78,16.3
"217",46.41,-63.35,1990,10,3,276,1990-10-03,-14.16,-10.88,0.4,82.75,11.24,35.6
"218",46.41,-63.35,1990,10,4,277,1990-10-04,-13.42,-6.67,2.23,89.88,5.64,10.7
"219",46.41,-63.35,1990,10,5,278,1990-10-05,-5.64,-4.02,2.32,93.44,3.65,7.9
"220",46.41,-63.35,1990,10,6,279,1990-10-06,-5.26,-2.56,1.93,94.75,3.71,65.4
"221",46.41,-63.35,1990,10,7,280,1990-10-07,-5.64,-0.75,4.57,97,8,61.9
"222",46.41,-63.35,1990,10,8,281,1990-10-08,-5.54,-1.69,4.75,95.56,8.27,33
"223",46.41,-63.35,1990,10,9,282,1990-10-09,-3.65,-1.18,6.33,96.12,7.54,12.8
"224",46.41,-63.35,1990,10,10,283,1990-10-10,-14.55,-3.3,1.84,91.56,9.65,11.5
"225",46.41,-63.35,1990,10,11,284,1990-10-11,-14.17,-7.52,0.49,82.56,5.17,52.1
"226",46.41,-63.35,1990,10,12,285,1990-10-12,-7.96,-0.52,3.75,95.69,8.48,10.5
"227",46.41,-63.35,1990,10,13,286,1990-10-13,-1.48,-0.31,14.59,97.5,11.33,13.5
"228",46.41,-63.35,1990,10,14,287,1990-10-14,-2.99,-0.74,8.53,93.94,8.75,12.9
"229",46.41,-63.35,1990,10,15,288,1990-10-15,-6.22,-2.6,0.72,92.69,4.85,93.4
"230",46.41,-63.35,1990,10,16,289,1990-10-16,-11.6,-5.67,0.6,88.12,9.45,65.2
"231",46.41,-63.35,1990,10,17,290,1990-10-17,-12.88,-7.77,0.35,82.94,10.78,94.4
"232",46.41,-63.35,1990,10,18,291,1990-10-18,-11.27,-7.42,0.66,81.19,7.2,85.9
"233",46.41,-63.35,1990,10,19,292,1990-10-19,-7.1,-1.49,1.29,91.62,7.29,77.1
"234",46.41,-63.35,1990,10,20,293,1990-10-20,-4.27,-1.6,2.21,93.06,7.7,31.3
"235",46.41,-63.35,1990,10,21,294,1990-10-21,-3.46,-2.08,2.54,94.31,8.96,91.5
"236",46.41,-63.35,1990,10,22,295,1990-10-22,-2.85,-1.06,2.31,91.5,10.48,64.7
"237",46.41,-63.35,1990,10,23,296,1990-10-23,-6.13,-2.7,1.47,85.44,7.95,43.6
"238",46.41,-63.35,1990,10,24,297,1990-10-24,-7.86,-5.16,0.65,87.75,6.62,78.8
"239",46.41,-63.35,1990,10,25,298,1990-10-25,-8.87,-5.66,0.49,88.94,8.48,63.2
"240",46.41,-63.35,1990,10,26,299,1990-10-26,-10.53,-4.46,1.92,87.19,8.73,63.4
"241",46.41,-63.35,1990,10,27,300,1990-10-27,-4.14,-1.39,0.87,92.06,5.84,61.6
"242",46.41,-63.35,1990,10,28,301,1990-10-28,-5.68,-3.86,2.87,93.88,6.05,76.9
"243",46.41,-63.35,1990,10,29,302,1990-10-29,-6.39,-3.31,1.82,91.88,10.31,92.7
"244",46.41,-63.35,1990,10,30,303,1990-10-30,-8.24,-4.17,0.84,88,9.49,67.2
"245",46.41,-63.35,1990,10,31,304,1990-10-31,-8.49,-5.56,1.53,88.56,8.02,62.3
"246",46.41,-63.35,1990,11,1,305,1990-11-01,-9.21,-6.43,0.77,86.62,3.77,130.1
"247",46.41,-63.35,1990,11,2,306,1990-11-02,-9.59,-5.09,0.37,82.75,3.48,134.7
"248",46.41,-63.35,1990,11,3,307,1990-11-03,-8.84,-5.38,0.28,79,7.55,122.6
"249",46.41,-63.35,1990,11,4,308,1990-11-04,-11.02,-4.52,0.33,83.38,2.98,68.3
"250",46.41,-63.35,1990,11,5,309,1990-11-05,-8.06,-6.56,1.9,93.31,4.19,79.7
"251",46.41,-63.35,1990,11,6,310,1990-11-06,-9.03,-4.67,0.24,84.81,4.28,70.1
"252",46.41,-63.35,1990,11,7,311,1990-11-07,-11.03,-4.35,0.05,80.56,3.41,83.8
"253",46.41,-63.35,1990,11,8,312,1990-11-08,-9.74,-5.1,0.14,78.5,3.57,129.5
"254",46.41,-63.35,1990,11,9,313,1990-11-09,-6.38,0.23,5.87,95.81,8.48,50.9
"255",46.41,-63.35,1990,11,10,314,1990-11-10,-1.42,0.19,2.16,91,10.03,66.3
"256",46.41,-63.35,1990,11,11,315,1990-11-11,-2.15,-0.3,0.75,92.31,4.59,131.8
"257",46.41,-63.35,1990,11,12,316,1990-11-12,-5.12,-1.81,1.57,91.69,3.65,103.3
"258",46.41,-63.35,1990,11,13,317,1990-11-13,-6.43,-4.11,1.61,87.75,2.78,77.2
"259",46.41,-63.35,1990,11,14,318,1990-11-14,-5.21,-2.87,0.29,77.62,9.16,67.6
