"","Year","Month","Day","Max.Temp..Â.C.","Min.Temp..Â.C.","Total.Precip..mm."
"17306",1990,5,19,7.3,2.9,0.6
"17307",1990,5,20,3.5,1.1,2.8
"17308",1990,5,21,3.9,1.5,1.4
"17309",1990,5,22,7.2,2.4,18.2
"17310",1990,5,23,4.8,2.1,17.4
"17311",1990,5,24,6.8,1.1,0
"17312",1990,5,25,7.1,0.3,0
"17313",1990,5,26,18.2,0.6,0
"17314",1990,5,27,16.7,2.9,0
"17315",1990,5,28,24.1,5.8,0
"17316",1990,5,29,23.4,11,0.4
"17317",1990,5,30,11.3,3.8,70.4
"17318",1990,5,31,11.1,4.2,0
"17319",1990,6,1,18.8,1.1,0
"17320",1990,6,2,26,11.7,0
"17321",1990,6,3,25.3,12.5,0
"17322",1990,6,4,19.2,13,9.8
"17323",1990,6,5,17.2,8.4,0
"17324",1990,6,6,17.3,5.5,0
"17325",1990,6,7,19.8,9.5,0.8
"17326",1990,6,8,17.3,10.6,0.2
"17327",1990,6,9,23,10.5,0
"17328",1990,6,10,17.7,6.8,0
"17329",1990,6,11,15.3,6.4,0
"17330",1990,6,12,17.2,6.6,0
"17331",1990,6,13,25.7,9.2,0
"17332",1990,6,14,24.7,9.8,0
"17333",1990,6,15,26.5,14.4,0
"17334",1990,6,16,26.6,16.7,0
"17335",1990,6,17,26,15.9,0
"17336",1990,6,18,27,15.4,0
"17337",1990,6,19,26.5,12.2,12.4
"17338",1990,6,20,12.8,9.9,0
"17339",1990,6,21,14.6,9.9,0.4
"17340",1990,6,22,14.1,11.1,26.7
"17341",1990,6,23,16,11,0
"17342",1990,6,24,17,10.2,27
"17343",1990,6,25,24.5,14.9,0
"17344",1990,6,26,26.2,14.1,0
"17345",1990,6,27,26.7,15.6,0
"17346",1990,6,28,22.5,12,0.8
"17347",1990,6,29,22.1,10.6,0
"17348",1990,6,30,21.9,10.9,0.2
"17349",1990,7,1,19.7,9.3,0
"17350",1990,7,2,19.7,7.4,0
"17351",1990,7,3,21.6,6.8,9.2
"17352",1990,7,4,19.8,13.9,0
"17353",1990,7,5,19.1,10.4,0
"17354",1990,7,6,18.5,10.3,0
"17355",1990,7,7,19.2,9.7,1.2
"17356",1990,7,8,20.3,9.5,0
"17357",1990,7,9,16.9,13.2,4.2
"17358",1990,7,10,25.8,12.7,4
"17359",1990,7,11,20.7,11.9,0
"17360",1990,7,12,22.7,11.6,0
"17361",1990,7,13,22.8,11.3,0
"17362",1990,7,14,26.3,12.4,0
"17363",1990,7,15,27.4,15.8,0
"17364",1990,7,16,29.4,18,0
"17365",1990,7,17,27.7,18,0
"17366",1990,7,18,28.3,17,0
"17367",1990,7,19,29.3,17.8,2.8
"17368",1990,7,20,25,16.6,0
"17369",1990,7,21,25.1,13,0
"17370",1990,7,22,25.1,12.8,0
"17371",1990,7,23,21.2,15.1,22.2
"17372",1990,7,24,28.7,19.8,1.6
"17373",1990,7,25,28.7,20.8,1.6
"17374",1990,7,26,23.4,18.1,16.6
"17375",1990,7,27,26.1,17.2,0
"17376",1990,7,28,23,16.9,0
"17377",1990,7,29,29.1,16.6,0
"17378",1990,7,30,29.6,17.4,0
"17379",1990,7,31,23.4,17.2,1.6
"17380",1990,8,1,22.1,16,35
"17381",1990,8,2,16.9,14.4,30.4
"17382",1990,8,3,21.7,12.2,0
"17383",1990,8,4,29.1,13.7,0
"17384",1990,8,5,29.7,17.7,0
"17385",1990,8,6,27.4,17.5,0
"17386",1990,8,7,27.2,18,0
"17387",1990,8,8,27.4,18.3,0
"17388",1990,8,9,26.4,19.6,0
"17389",1990,8,10,27.4,18.9,0
"17390",1990,8,11,28.5,20.3,0
"17391",1990,8,12,23,19.6,73.8
"17392",1990,8,13,26.4,18.6,0
"17393",1990,8,14,25.2,17,9.8
"17394",1990,8,15,24.3,13.2,0
"17395",1990,8,16,22.8,15.9,0
"17396",1990,8,17,26.6,17,0
"17397",1990,8,18,27.2,15.4,0.2
"17398",1990,8,19,17.1,9.1,12
"17399",1990,8,20,17.9,9.2,0
"17400",1990,8,21,21.1,11.1,0
"17401",1990,8,22,23.3,12.7,0
"17402",1990,8,23,25.3,13.4,0
"17403",1990,8,24,23.9,14.2,0
"17404",1990,8,25,27,16.9,0
"17405",1990,8,26,28,17.2,0
"17406",1990,8,27,28.7,17.9,0
"17407",1990,8,28,25.3,17.8,0
"17408",1990,8,29,23.7,18,0
"17409",1990,8,30,22.3,14.8,0
"17410",1990,8,31,23.6,11.4,0
"17411",1990,9,1,23,8.7,0
"17412",1990,9,2,23.1,14.3,16.4
"17413",1990,9,3,17.5,7.1,0.4
"17414",1990,9,4,19.8,6.7,0
"17415",1990,9,5,18.1,11.2,0
"17416",1990,9,6,21.9,8.9,0
"17417",1990,9,7,24.3,12.7,24.6
"17418",1990,9,8,13.9,7.7,0.2
"17419",1990,9,9,19.2,8.3,0
"17420",1990,9,10,18.6,12,0.6
"17421",1990,9,11,17.7,5.1,0
"17422",1990,9,12,19.7,3.7,0
"17423",1990,9,13,19.3,3,0
"17424",1990,9,14,19.8,1.7,0
"17425",1990,9,15,22.1,13.8,4.2
"17426",1990,9,16,19,11,0
"17427",1990,9,17,15.8,7.9,0.4
"17428",1990,9,18,11.8,7.3,0
"17429",1990,9,19,12,5.4,1.6
"17430",1990,9,20,11.6,9.1,47.6
"17431",1990,9,21,15.5,8.5,2.4
"17432",1990,9,22,16.3,7.1,0
"17433",1990,9,23,18.6,11.5,17.4
"17434",1990,9,24,18.8,10.7,0
"17435",1990,9,25,15.6,8.5,0
"17436",1990,9,26,18.7,7.9,0
"17437",1990,9,27,18.3,8.5,0
"17438",1990,9,28,21.2,13.1,0
"17439",1990,9,29,14.7,9.9,2.2
"17440",1990,9,30,15.2,7.4,0
"17441",1990,10,1,16,6.4,4.4
"17442",1990,10,2,13.8,5.5,13
"17443",1990,10,3,10,4.6,0.8
"17444",1990,10,4,14.6,4.2,0
"17445",1990,10,5,17.7,7.9,6.4
"17446",1990,10,6,20.1,7.3,0
"17447",1990,10,7,17.3,10.4,0
"17448",1990,10,8,11.7,8.4,0.2
"17449",1990,10,9,14.9,7.8,11.6
"17450",1990,10,10,10,6.8,2.8
"17451",1990,10,11,13.9,7.7,0
"17452",1990,10,12,19.5,13,0
"17453",1990,10,13,22.2,16.1,0.6
"17454",1990,10,14,21.6,12.4,2.8
"17455",1990,10,15,18.4,10.4,0
"17456",1990,10,16,13.6,5.4,0
"17457",1990,10,17,14,4.1,0
"17458",1990,10,18,17.3,11.4,0
"17459",1990,10,19,19.9,3.9,17.2
"17460",1990,10,20,7.8,0.4,0
"17461",1990,10,21,9.3,0.2,0
"17462",1990,10,22,15.1,6.6,1.2
"17463",1990,10,23,11.8,5.4,0.8
"17464",1990,10,24,15.6,5.4,13.8
"17465",1990,10,25,7,5.1,0
"17466",1990,10,26,6.3,4.4,8.6
"17467",1990,10,27,5.6,1.5,17
"17468",1990,10,28,5.9,0.3,0
"17469",1990,10,29,7.5,4.8,41.6
"17470",1990,10,30,7.1,1.6,7.8
"17471",1990,10,31,5.3,0.5,0.8
"17472",1990,11,1,1.7,-2,0
"17473",1990,11,2,4.5,-3.2,0
"17474",1990,11,3,4.5,-0.8,2.4
"17475",1990,11,4,12.9,1.7,5.4
"17476",1990,11,5,6.1,0.5,0
"17477",1990,11,6,4.1,0.6,18.4
"17478",1990,11,7,3.6,-1,12.6
"17479",1990,11,8,1.4,-3.1,0.2
"17480",1990,11,9,3.8,-2,0.4
"17481",1990,11,10,5.9,-0.9,0.2
"17482",1990,11,11,12.1,-1.6,3.6
"17483",1990,11,12,0.7,-4.1,0.2
"17484",1990,11,13,1.5,-6,0.8
"17485",1990,11,14,4.1,-2.4,0
"17486",1990,11,15,5.3,-2,0
"17487",1990,11,16,7.5,-0.2,0
"17488",1990,11,17,9.9,3.2,0.6
"17489",1990,11,18,3.9,1.1,44.2
"17490",1990,11,19,5.9,1.3,18.2
"17491",1990,11,20,6.1,0.8,3.6
"17492",1990,11,21,4.3,0.8,3.4
"17493",1990,11,22,4.9,2.4,0.8
"17494",1990,11,23,3.6,1.5,0.4
"17495",1990,11,24,8.5,1.9,7.4
"17496",1990,11,25,8,1.7,3
"17497",1990,11,26,3.9,-4.4,0
"17498",1990,11,27,3,-5.8,3.2
"17499",1990,11,28,11.5,2.9,0
"17500",1990,11,29,12.5,1.9,0.6
"17501",1990,11,30,2.1,-5.3,1.4
"17502",1990,12,1,3.5,-6.1,0
"17503",1990,12,2,8.4,0,0
"17504",1990,12,3,0.3,-5,0
"17505",1990,12,4,4.4,-3.8,35.4
"17506",1990,12,5,8.5,-1.1,26
"17507",1990,12,6,-1,-5.2,0
"17508",1990,12,7,2.2,-1.8,0
"17509",1990,12,8,3.4,-0.1,29.6
"17510",1990,12,9,2.5,-3.6,13.4
"17511",1990,12,10,2,-5,0
"17512",1990,12,11,-4.9,-10.6,2.2
"17513",1990,12,12,-6.8,-10.4,0
"17514",1990,12,13,6.1,-9.2,2
"17515",1990,12,14,2.3,-12.5,0
"17516",1990,12,15,1.2,-11.9,1.6
"17517",1990,12,16,7.4,0.1,21.4
"17518",1990,12,17,3.3,-2.3,3.2
"17519",1990,12,18,8.6,-4.2,15
"17520",1990,12,19,9.9,-2.7,17.2
"17521",1990,12,20,-2.7,-12.2,2.2
"17522",1990,12,21,3.2,-12.2,7
"17523",1990,12,22,5.1,0.7,32.4
"17524",1990,12,23,14.5,2.9,3.8
"17525",1990,12,24,12,-5,26.4
"17526",1990,12,25,-4.5,-9.3,0
"17527",1990,12,26,1.9,-11.8,0
"17528",1990,12,27,-11.7,-16.1,0
"17529",1990,12,28,-7.4,-14.9,0
"17530",1990,12,29,3.2,-7.5,5.8
"17531",1990,12,30,6.6,3,2.8
"17532",1990,12,31,6.6,-13.4,12
"17533",1991,1,1,-7,-16.3,0
"17534",1991,1,2,1.5,-7.1,0.4
"17535",1991,1,3,-5.1,-16.3,0.6
"17536",1991,1,4,-6.1,-16.6,0
"17537",1991,1,5,-3.5,-10.1,0
"17538",1991,1,6,-3.6,-8.2,0.6
"17539",1991,1,7,-7.9,-19,0
"17540",1991,1,8,-16.9,-21.5,0.4
"17541",1991,1,9,-4.5,-19.1,5.2
"17542",1991,1,10,-1.5,-19.1,17.4
"17543",1991,1,11,-16.3,-20.5,0.4
"17544",1991,1,12,-4.9,-19.8,24.8
"17545",1991,1,13,-2.4,-14.6,3.8
"17546",1991,1,14,-9.4,-17,0.6
"17547",1991,1,15,-9.4,-19.6,0.4
"17548",1991,1,16,0,-20.6,4.8
"17549",1991,1,17,4,-5,26
"17550",1991,1,18,-3.6,-9.3,0.8
"17551",1991,1,19,-5.1,-20,2.6
"17552",1991,1,20,1.5,-19.4,0
"17553",1991,1,21,-11.5,-18.3,0.4
"17554",1991,1,22,-17.5,-22.5,0
"17555",1991,1,23,-10.5,-23,0
"17556",1991,1,24,-0.6,-10.5,1.8
"17557",1991,1,25,-8.5,-24,0
"17558",1991,1,26,-12.9,-24.7,0
"17559",1991,1,27,-3.9,-15.3,0.2
"17560",1991,1,28,0.5,-9.8,1
"17561",1991,1,29,-0.7,-12.3,0
"17562",1991,1,30,0.4,-10.6,9.2
"17563",1991,1,31,-2,-12.7,20
"17564",1991,2,1,-12.3,-22.2,0
"17565",1991,2,2,1.4,-21.3,1.2
"17566",1991,2,3,4.8,-5.9,0.2
"17567",1991,2,4,-4.7,-9.8,0
"17568",1991,2,5,1.8,-5.1,2.4
"17569",1991,2,6,-3.2,-12.5,0
"17570",1991,2,7,1,-12.5,3.6
"17571",1991,2,8,3.1,-3.2,0
"17572",1991,2,9,1.1,-3,0
"17573",1991,2,10,-0.2,-8.2,0.2
"17574",1991,2,11,-5.2,-16.5,0.6
"17575",1991,2,12,-11.5,-21,1.2
"17576",1991,2,13,-11.4,-22.5,0
"17577",1991,2,14,4,-18.8,11.6
"17578",1991,2,15,8.1,1.8,9.4
"17579",1991,2,16,2.2,-13.4,0.6
"17580",1991,2,17,-3.1,-16.2,2.4
"17581",1991,2,18,-6.9,-13.9,0
"17582",1991,2,19,0.7,-10.4,5.2
"17583",1991,2,20,3.7,-0.9,5
"17584",1991,2,21,-0.8,-6.3,1.4
"17585",1991,2,22,2.6,-6.5,2.4
"17586",1991,2,23,-1.3,-16.7,0
"17587",1991,2,24,-8.3,-16.7,0.4
"17588",1991,2,25,-6.2,-17.2,0.8
"17589",1991,2,26,-5.5,-18.2,0
"17590",1991,2,27,-7.5,-15.5,0
"17591",1991,2,28,-3.5,-13.4,0
"17592",1991,3,1,0.3,-11.3,0.6
"17593",1991,3,2,8.9,-0.4,3.8
"17594",1991,3,3,6.4,-5.8,0.6
"17595",1991,3,4,6.6,-6,11.6
"17596",1991,3,5,7.9,-3.7,5.4
"17597",1991,3,6,2.2,-5.7,0
"17598",1991,3,7,8.5,-5.4,6.6
"17599",1991,3,8,1.7,-3.4,2.4
"17600",1991,3,9,0.3,-1.1,2.2
"17601",1991,3,10,0.5,-1.2,0.8
"17602",1991,3,11,0.2,-1.9,5.8
"17603",1991,3,12,0.5,-2,4.4
"17604",1991,3,13,0.4,-1.5,3.6
"17605",1991,3,14,0.5,-5.4,0.2
"17606",1991,3,15,-1.4,-6.2,0
"17607",1991,3,16,-2,-7.2,0
"17608",1991,3,17,-0.9,-7.3,0
"17609",1991,3,18,7.8,-5.4,0
"17610",1991,3,19,5.4,-0.9,1
"17611",1991,3,20,3.2,-5.9,1.2
"17612",1991,3,21,-1.8,-7.8,0
"17613",1991,3,22,-1.1,-9.4,0
"17614",1991,3,23,-0.2,-9.1,0
"17615",1991,3,24,-0.3,-3.2,0.8
"17616",1991,3,25,-0.1,-5.4,0
"17617",1991,3,26,1.5,-7.1,0
"17618",1991,3,27,8.8,-7.1,0
"17619",1991,3,28,5.7,-1.6,2.6
"17620",1991,3,29,9.6,0.5,0
"17621",1991,3,30,2.9,-6.4,8
"17622",1991,3,31,-0.3,-9.4,0
"17623",1991,4,1,0.6,-5.3,6.8
"17624",1991,4,2,3,-5.4,2.8
"17625",1991,4,3,5.1,-3.8,0
"17626",1991,4,4,9.9,-4.1,0
"17627",1991,4,5,15.6,3,0
"17628",1991,4,6,12.9,4.3,0
"17629",1991,4,7,4.6,-2.6,0
"17630",1991,4,8,6.5,-2.3,0
"17631",1991,4,9,1.7,-0.7,10.4
"17632",1991,4,10,1.9,-0.8,14.4
"17633",1991,4,11,1.1,-1.9,7.6
"17634",1991,4,12,-1.7,-8.1,2.2
"17635",1991,4,13,5.5,-7.6,0
"17636",1991,4,14,1.2,-4.4,0
"17637",1991,4,15,7.5,-3.3,0
"17638",1991,4,16,2.6,-3.4,0
"17639",1991,4,17,2.1,-6.2,0
"17640",1991,4,18,4.4,-6.5,0
"17641",1991,4,19,8.2,-4.7,0
"17642",1991,4,20,7.5,-3.4,0
"17643",1991,4,21,7.2,0.7,2.2
"17644",1991,4,22,7.6,3.9,3.6
"17645",1991,4,23,13.1,4.3,0
"17646",1991,4,24,17.4,3.9,0
"17647",1991,4,25,11.7,-1.7,0
"17648",1991,4,26,15.5,-1.7,0
"17649",1991,4,27,10.3,-1.8,0
"17650",1991,4,28,7.6,-1,0
"17651",1991,4,29,7,-4.3,0
"17652",1991,4,30,8.1,-5.1,0
"17653",1991,5,1,7.6,-2.9,0.2
"17654",1991,5,2,16.2,5.4,0.2
"17655",1991,5,3,11,4.8,6.4
"17656",1991,5,4,11,1.2,0
"17657",1991,5,5,7.9,2,1.2
"17658",1991,5,6,13.8,2.1,0
"17659",1991,5,7,14.7,7.1,8.4
"17660",1991,5,8,15.5,6.2,0
"17661",1991,5,9,10.5,4.3,0
"17662",1991,5,10,14.3,2.2,0
"17663",1991,5,11,18.7,2.6,0
"17664",1991,5,12,20.1,8.5,5.6
"17665",1991,5,13,18.2,5.4,1.8
"17666",1991,5,14,10.8,0.4,0
"17667",1991,5,15,16.7,1.9,0
"17668",1991,5,16,21.5,6.1,0
"17669",1991,5,17,15.4,3.7,26.6
"17670",1991,5,18,4,-2.8,0
"17671",1991,5,19,13.1,-3.3,0
"17672",1991,5,20,20.5,5,0
"17673",1991,5,21,22.4,7.3,0
"17674",1991,5,22,12.7,1.9,0
"17675",1991,5,23,6.7,1.3,0
"17676",1991,5,24,15.2,6.1,5.6
"17677",1991,5,25,24.3,7.1,0
"17678",1991,5,26,19.1,5.4,0
"17679",1991,5,27,15.3,8.4,5.4
"17680",1991,5,28,12.1,7.2,15.6
"17681",1991,5,29,12,4,0
"17682",1991,5,30,14.7,2.5,0
"17683",1991,5,31,15.5,4,0
"17684",1991,6,1,11.9,6,3.2
"17685",1991,6,2,14.6,6.5,0
"17686",1991,6,3,15.9,2.8,0.2
"17687",1991,6,4,13.4,1.3,0
"17688",1991,6,5,8.7,6.4,0.6
"17689",1991,6,6,15.2,6.4,0
"17690",1991,6,7,25.4,9.2,0
"17691",1991,6,8,23.7,3.8,0.2
"17692",1991,6,9,17.3,2.8,0
"17693",1991,6,10,25.6,11.9,0
"17694",1991,6,11,28.3,15.9,0.2
"17695",1991,6,12,21.3,14.7,9
"17696",1991,6,13,19.3,8.4,1.8
"17697",1991,6,14,8.5,4.7,8
"17698",1991,6,15,12.4,2.9,0
"17699",1991,6,16,17.6,2.6,0
"17700",1991,6,17,19.1,8.8,0
"17701",1991,6,18,24.1,10.1,0
"17702",1991,6,19,27.8,13.4,0
"17703",1991,6,20,26.7,13.5,0
"17704",1991,6,21,23.7,11.5,0
"17705",1991,6,22,16.5,9.6,0
"17706",1991,6,23,19.5,9.9,1.8
"17707",1991,6,24,22.9,8.2,0
"17708",1991,6,25,25.6,10.7,0
"17709",1991,6,26,26.2,14.7,1.6
"17710",1991,6,27,17.4,12.5,0
"17711",1991,6,28,26.6,13.6,6.8
"17712",1991,6,29,20.1,9.4,0
"17713",1991,6,30,17.3,9.4,0
"17714",1991,7,1,18.8,10.1,0
"17715",1991,7,2,17.8,9.2,0
"17716",1991,7,3,18.8,7,0
"17717",1991,7,4,22.8,5.2,0
"17718",1991,7,5,26.6,12.5,0
"17719",1991,7,6,24.3,11.1,0
"17720",1991,7,7,24.1,10,0
"17721",1991,7,8,20.9,14.7,6
"17722",1991,7,9,22.8,13.1,0
"17723",1991,7,10,20.6,12.2,0
"17724",1991,7,11,18.2,11.4,1.2
"17725",1991,7,12,21.4,12,0
"17726",1991,7,13,27,12.2,0
"17727",1991,7,14,18.6,14.5,20
"17728",1991,7,15,20.9,13.8,2.4
"17729",1991,7,16,27.2,13.6,0
"17730",1991,7,17,29,16.9,8.4
"17731",1991,7,18,27.7,17.4,0
"17732",1991,7,19,29.7,17.6,0
"17733",1991,7,20,31.6,20.1,0
"17734",1991,7,21,26.6,16.7,1.6
"17735",1991,7,22,19.7,9.4,0
"17736",1991,7,23,22.2,10.6,0.8
"17737",1991,7,24,26.5,15.5,0
"17738",1991,7,25,29.8,15.6,0
"17739",1991,7,26,29.3,15.9,0.2
"17740",1991,7,27,24.5,15.7,10.4
"17741",1991,7,28,25.6,15.5,0
"17742",1991,7,29,23.9,12.4,0
"17743",1991,7,30,27.7,11.9,0
"17744",1991,7,31,23.4,14.5,12
"17745",1991,8,1,23.5,14.8,6
"17746",1991,8,2,23.7,15.5,7.6
"17747",1991,8,3,18.4,14.2,6.2
"17748",1991,8,4,19.5,13.3,1.4
"17749",1991,8,5,16.6,12.3,63.6
"17750",1991,8,6,18.5,12.3,5.8
"17751",1991,8,7,25.4,15.5,0
"17752",1991,8,8,23.4,11.3,0
"17753",1991,8,9,26.5,11.3,0
"17754",1991,8,10,20.6,16.1,1.6
"17755",1991,8,11,25,14.4,37.2
"17756",1991,8,12,17.5,14.2,0
"17757",1991,8,13,27.5,14.9,0
"17758",1991,8,14,28.7,19.1,0
"17759",1991,8,15,28.7,18.4,0.8
"17760",1991,8,16,25.1,14.7,5
"17761",1991,8,17,25.8,11.8,0
"17762",1991,8,18,27.3,17.7,0
"17763",1991,8,19,20.7,14.3,47.6
"17764",1991,8,20,21.4,12,0
"17765",1991,8,21,17.8,10.4,7.4
"17766",1991,8,22,23.4,16.9,0
"17767",1991,8,23,24.1,12.7,0
"17768",1991,8,24,17.2,6.4,0
"17769",1991,8,25,18.9,6.3,0
"17770",1991,8,26,20.1,11.8,0
"17771",1991,8,27,22.1,12.7,1.6
"17772",1991,8,28,21,9.8,0.6
"17773",1991,8,29,24.3,14.9,0
"17774",1991,8,30,27.8,18,0.4
"17775",1991,8,31,19.5,10.3,16.8
"17776",1991,9,1,12.1,6.1,10.2
"17777",1991,9,2,16.2,6.5,0
"17778",1991,9,3,21.4,12.2,0
"17779",1991,9,4,22.4,13.1,0
"17780",1991,9,5,19.6,14.8,2.2
"17781",1991,9,6,19.3,13.5,6.2
"17782",1991,9,7,16.1,13.7,12.8
"17783",1991,9,8,22.2,10,1
"17784",1991,9,9,15.5,6.8,0
"17785",1991,9,10,19.8,6.8,2.2
"17786",1991,9,11,16.9,9.5,13
"17787",1991,9,12,12.4,7.2,0.8
"17788",1991,9,13,14.1,8.3,0.8
"17789",1991,9,14,17.5,8,0
"17790",1991,9,15,18.4,6.7,0
"17791",1991,9,16,16.1,12.2,4.6
"17792",1991,9,17,23.8,15.2,1
"17793",1991,9,18,18.4,10.8,0
"17794",1991,9,19,25.2,10.5,21.4
"17795",1991,9,20,11.3,8.2,14.8
"17796",1991,9,21,12.4,5.8,4
"17797",1991,9,22,13.7,5.4,0
"17798",1991,9,23,17.3,7.6,4
"17799",1991,9,24,18.1,7.3,1
"17800",1991,9,25,19.9,7,11
"17801",1991,9,26,20.5,12.8,14.6
"17802",1991,9,27,18.9,10.1,4.2
"17803",1991,9,28,14.2,4.8,0
"17804",1991,9,29,11.9,5.1,0
"17805",1991,9,30,10.1,2.6,14
"17806",1991,10,1,11.4,1,1.8
"17807",1991,10,2,15.7,11.4,9.6
"17808",1991,10,3,20.6,14.6,11
"17809",1991,10,4,17.3,9.2,2.2
"17810",1991,10,5,16.7,5.5,0
"17811",1991,10,6,16.9,9.1,8.4
"17812",1991,10,7,17.4,3.6,9.8
"17813",1991,10,8,11,2.9,0
"17814",1991,10,9,12.6,1.8,0
"17815",1991,10,10,18.4,10.3,0
"17816",1991,10,11,16.9,12,14
"17817",1991,10,12,17.5,9.2,1.2
"17818",1991,10,13,12.2,5,0
"17819",1991,10,14,8.7,4.1,3
"17820",1991,10,15,11.6,3.1,0
"17821",1991,10,16,13.8,5.8,10
"17822",1991,10,17,12.8,8.9,0.4
"17823",1991,10,18,14.3,10,2
"17824",1991,10,19,13.8,10.9,3
"17825",1991,10,20,11.8,1.5,2.2
"17826",1991,10,21,5,0.2,0
"17827",1991,10,22,9.2,2.3,7.6
"17828",1991,10,23,8.4,1.7,0
"17829",1991,10,24,16,4.8,0
"17830",1991,10,25,17.1,8.9,0
"17831",1991,10,26,17.4,11.6,0
"17832",1991,10,27,13.4,6.5,1.8
"17833",1991,10,28,9.2,2,16.4
"17834",1991,10,29,4.4,1.5,0.4
"17835",1991,10,30,6.5,4.1,0
"17836",1991,10,31,10.2,6.4,3.6
"17837",1991,11,1,12,7.8,3.2
"17838",1991,11,2,17.3,9.4,8.8
"17839",1991,11,3,14,9.2,0.8
"17840",1991,11,4,13.8,3.5,9.4
"17841",1991,11,5,6.1,1.5,0
"17842",1991,11,6,6,-1.5,0
"17843",1991,11,7,8,0.7,11.6
"17844",1991,11,8,7.8,0.1,2
"17845",1991,11,9,3,-4.2,0
"17846",1991,11,10,4.7,-5.8,1.2
"17847",1991,11,11,9.1,2.3,58.4
"17848",1991,11,12,11.3,4.8,0.6
"17849",1991,11,13,6.1,2.7,2.4
"17850",1991,11,14,6.1,2.5,7.8
"17851",1991,11,15,5.3,1.5,3.6
"17852",1991,11,16,5.7,1.2,1.8
"17853",1991,11,17,3.9,0.1,6.2
"17854",1991,11,18,4.7,0.9,0.8
"17855",1991,11,19,7.1,0.1,0
"17856",1991,11,20,12.7,3.2,1.4
"17857",1991,11,21,12.7,0.2,0.4
"17858",1991,11,22,5.4,-1.2,0
"17859",1991,11,23,4.6,-0.9,2.8
"17860",1991,11,24,10.7,3.6,4.4
